NcbiTaxSpeciesId,CommonName,StrainCultivar,Synonyms
3702,thale cress,Columbia Col-0,"col-0,columbia-0,colcol-0"
9606,human,CFBE41o cells
9606,human,16HBE14o cells
9606,human,A549 cells
4513,barley,Atlas
4513,barley,Atlas 46
10090,mouse,129SvJ
10090,mouse,A/J
4565,bread wheat,6B662
4565,bread wheat,Amery
4565,bread wheat,Bess
4565,bread wheat,BG220
4565,bread wheat,Bobwhite 
